ID,Name,Types,Weaknesses,Evolution,HP,Attack,Defense,SpAttack,SpDefense,Speed,HeightM,WeightKg,Generation,Region,FirstLocation,Genus,Bio,Fact
519,Pidove,"Normal,Flying","Electric,Ice,Rock",520,50,55,50,36,30,43,0.3,2.1,Gen V,Unova,Pinwheel Forest (Black),Tiny Pigeon Pokémon,"It’s forgetful and not very bright, but many Trainers love it anyway for its friendliness and sincerity.","Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands."
520,Tranquill,"Normal,Flying","Electric,Ice,Rock",521,62,77,62,50,42,65,0.6,15.0,Gen V,Unova,Pinwheel Forest (Black),Wild Pigeon Pokémon,These bright Pokémon have acute memories. Apparently delivery workers often choose them as their partners.,It can return to its Trainer’s location regardless of the distance separating them.
521,Unfezant,"Normal,Flying","Electric,Ice,Rock",,80,115,80,65,55,93,1.2,29.0,Gen V,Unova,Dragonspiral Tower (Black),Proud Pokémon,This Pokémon is intelligent and intensely proud. People will sit up and take notice if you become the Trainer of one.,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.
522,Blitzle,Electric,Ground,523,45,60,32,50,32,76,0.8,29.8,Gen V,Unova,Route 3 (Black),Electrified Pokémon,Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.,Its mane shines when it discharges electricity. They use their flashing manes to communicate with one another.
523,Zebstrika,Electric,Ground,,75,100,63,80,63,116,1.6,79.5,Gen V,Unova,Route 7 (Black),Thunderbolt Pokémon,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.","This ill-tempered Pokémon is dangerous because when it’s angry, it shoots lightning from its mane in all directions."
524,Roggenrola,Rock,"Water,Grass,Fighting,Ground,Steel",525,55,75,85,25,25,15,0.4,18.0,Gen V,Unova,Wellspring Cave (Black),Mantle Pokémon,"When it detects a noise, it starts to move. The energy core inside it makes this Pokémon slightly warm to the touch.","Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel."
525,Boldore,Rock,"Water,Grass,Fighting,Ground,Steel",526,70,105,105,50,40,20,0.9,102.0,Gen V,Unova,Chargestone Cave (Black),Ore Pokémon,"It relies on sound in order to monitor what’s in its vicinity. When angered, it will attack without ever changing the direction it’s facing.","When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves."
526,Gigalith,Rock,"Water,Grass,Fighting,Ground,Steel",,85,135,130,60,80,25,1.7,260.0,Gen V,Unova,Route 7 (Black 2),Compressed Pokémon,"Although its energy blasts can blow away a dump truck, they have a limitation— they can only be fired when the sun is out.",Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,Woobat,"Psychic,Flying","Electric,Ice,Rock,Ghost,Dark",528,65,45,43,55,43,72,0.4,2.1,Gen V,Unova,Twist Mountain (Black),Bat Pokémon,"It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.",Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.
528,Swoobat,"Psychic,Flying","Electric,Ice,Rock,Ghost,Dark",,67,57,55,77,55,114,0.9,10.5,Gen V,Unova,Challenge Beach (The Isle Of Armor Sword),Courting Pokémon,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks."
529,Drilbur,Ground,"Water,Grass,Ice",530,60,85,40,30,45,68,0.3,8.5,Gen V,Unova,Chargestone Cave (Black),Mole Pokémon,"It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.",It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.
530,Excadrill,"Ground,Steel","Fire,Water,Fighting,Ground",,110,135,60,50,65,88,0.7,40.4,Gen V,Unova,Victory Road (Black),Subterrene Pokémon,"Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.",It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
531,Audino,Normal,Fighting,,103,60,86,60,86,50,1.1,31.0,Gen V,Unova,Dreamyard (Black),Hearing Pokémon,"This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.","It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
532,Timburr,Fighting,"Flying,Psychic,Fairy",533,75,80,55,25,35,35,0.6,12.5,Gen V,Unova,Pinwheel Forest (Black),Muscular Pokémon,Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.
533,Gurdurr,Fighting,"Flying,Psychic,Fairy",534,85,105,85,40,50,40,1.2,40.0,Gen V,Unova,Twist Mountain (Black),Muscular Pokémon,"Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.",This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,Conkeldurr,Fighting,"Flying,Psychic,Fairy",,105,140,95,55,65,45,1.4,87.0,Gen V,Unova,Poni Plains (Sun),Muscular Pokémon,"When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.",Has the highest base Attack (140) of all 61 Fighting-type Pokémon.
535,Tympole,Water,"Electric,Grass",536,50,50,40,50,40,64,0.5,4.5,Gen V,Unova,Pinwheel Forest (Black),Tadpole Pokémon,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,They warn others of danger by vibrating their cheeks to create a high-pitched sound.
536,Palpitoad,"Water,Ground",Grass,537,75,65,55,65,55,69,0.8,17.0,Gen V,Unova,Icirrus City (Black),Vibration Pokémon,"On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.","When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
537,Seismitoad,"Water,Ground",Grass,,105,95,75,85,75,74,1.5,62.0,Gen V,Unova,Icirrus City (Black),Vibration Pokémon,"This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.",They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538,Throh,Fighting,"Flying,Psychic,Fairy",,120,100,85,30,85,45,1.3,55.5,Gen V,Unova,Pinwheel Forest (Black),Judo Pokémon,They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts."
539,Sawk,Fighting,"Flying,Psychic,Fairy",,75,125,75,30,75,85,1.4,51.0,Gen V,Unova,Pinwheel Forest (Black),Karate Pokémon,The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.
540,Sewaddle,"Bug,Grass","Fire,Flying,Rock,Poison,Bug,Ice",541,45,53,70,40,60,42,0.3,2.5,Gen V,Unova,Pinwheel Forest (Black),Sewing Pokémon,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.",Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.
541,Swadloon,"Bug,Grass","Fire,Flying,Rock,Poison,Bug,Ice",542,55,63,90,50,80,42,0.5,7.3,Gen V,Unova,Pinwheel Forest (Black),Leaf-Wrapped Pokémon,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
542,Leavanny,"Bug,Grass","Fire,Flying,Rock,Poison,Bug,Ice",,75,103,80,70,80,92,1.2,20.5,Gen V,Unova,Route 6 (Black),Nurturing Pokémon,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk."
543,Venipede,"Bug,Poison","Fire,Flying,Psychic,Rock",544,30,45,59,30,39,57,0.4,5.3,Gen V,Unova,Pinwheel Forest (Black),Centipede Pokémon,"Its fangs are highly venomous. If this Pokémon finds prey it thinks it can eat, it leaps for them without any thought of how things might turn out.","Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
544,Whirlipede,"Bug,Poison","Fire,Flying,Psychic,Rock",545,40,55,99,40,79,47,1.2,58.5,Gen V,Unova,Pinwheel Forest (Black),Curlipede Pokémon,Whirlipede protects itself with a sturdy shell and poisonous spikes while it stores up the energy it’ll need for evolution.,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
545,Scolipede,"Bug,Poison","Fire,Flying,Psychic,Rock",,60,100,89,55,69,112,2.5,200.5,Gen V,Unova,Pinwheel Forest (Black 2),Megapede Pokémon,"Scolipede engage in fierce territorial battles with Centiskorch. At the end of one of these battles, the victor makes a meal of the loser.","With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,Cottonee,"Grass,Fairy","Fire,Ice,Poison,Flying,Steel",547,40,27,60,37,50,66,0.3,0.6,Gen V,Unova,Pinwheel Forest (Black),Cotton Puff Pokémon,Weaving together the cotton of both Cottonee and Eldegoss produces exquisite cloth that’s highly prized by many luxury brands.,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
547,Whimsicott,"Grass,Fairy","Fire,Ice,Poison,Flying,Steel",,60,67,85,77,75,116,0.7,6.6,Gen V,Unova,Pinwheel Forest (Black),Windveiled Pokémon,"As long as this Pokémon bathes in sunlight, its cotton keeps growing. If too much cotton fluff builds up, Whimsicott tears it off and scatters it.","Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
548,Petilil,Grass,"Fire,Ice,Poison,Flying,Bug",549,45,35,50,70,50,30,0.5,6.6,Gen V,Unova,Pinwheel Forest (White),Bulb Pokémon,"The leaves on its head are highly valued for medicinal purposes. Dry the leaves in the sun, boil them, and then drink the bitter decoction for remarkably effective relief from fatigue.",The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.
549,Lilligant,Grass,"Fire,Ice,Poison,Flying,Bug",,70,60,75,110,75,90,1.1,16.3,Gen V,Unova,Pinwheel Forest (White),Flowering Pokémon,I suspect that its well-developed legs are the result of a life spent on mountains covered in deep snow. The scent it exudes from its flower crown heartens those in proximity.,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,Basculin,Water,"Electric,Grass",,70,92,65,80,55,98,1.0,18.0,Gen V,Unova,Striaton City (Black),Hostile Pokémon,"Though it differs from other Basculin in several respects, including demeanor—this one is gentle—I have categorized it as a regional form given the vast array of shared qualities.","Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile."
551,Sandile,"Ground,Dark","Water,Grass,Ice,Fighting,Bug,Fairy",552,50,72,35,35,35,65,0.7,15.2,Gen V,Unova,Desert Resort (Black),Desert Croc Pokémon,"Sandile is small, but its legs and lower body are powerful. Pushing sand aside as it goes, Sandile moves through the desert as if it’s swimming.",They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
552,Krokorok,"Ground,Dark","Water,Grass,Ice,Fighting,Bug,Fairy",553,60,82,45,45,45,74,1.0,33.4,Gen V,Unova,Relic Castle (Black),Desert Croc Pokémon,"Although this Pokémon has specialized eyes that allow it to see in the dark, Krokorok won’t move much at night—the desert gets cold after sunset.",They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.
553,Krookodile,"Ground,Dark","Water,Grass,Ice,Fighting,Bug,Fairy",,95,117,80,65,70,92,1.5,96.3,Gen V,Unova,Potbottom Desert (The Isle Of Armor Sword),Intimidation Pokémon,"While terribly aggressive, Krookodile also has the patience to stay hidden under sand for days, lying in wait for prey.","They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,Darumaka,Fire,"Water,Ground,Rock",555,70,90,45,15,45,50,0.6,37.5,Gen V,Unova,Desert Resort (Black),Zen Charm Pokémon,"This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled.","When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep."
555,Darmanitan,Fire,"Water,Ground,Rock",,105,140,55,30,55,95,1.3,92.9,Gen V,Unova,Mirage Island (Omega Ruby),Blazing Pokémon,"This Pokémon’s power level rises along with the temperature of its fire, which can reach 2,500 degrees Fahrenheit.",Has the highest base Attack (140) of all 71 Fire-type Pokémon.
556,Maractus,Grass,"Fire,Ice,Poison,Flying,Bug",,75,86,67,106,67,60,1.0,28.0,Gen V,Unova,Desert Resort (Black),Cactus Pokémon,"Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.",It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
557,Dwebble,"Bug,Rock","Water,Rock,Steel",,50,65,85,35,35,55,0.3,14.5,Gen V,Unova,Desert Resort (Black),Rock Inn Pokémon,"It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.",This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.
